id,english,sparql
2206,list the dbp:poleDriver of the dbo:GrandPrix whose dbp:firstTeam is dbr:Scuderia_Ferrari ?,select distinct ?uri where { ?x dbp:firstTeam dbr:Scuderia_Ferrari . ?x dbp:poleDriver ?uri . ?x rdf:type dbo:GrandPrix }
2207,what is the dbo:citizenship of dbr:Erastus_Wiman ?,select distinct ?uri where { dbr:Erastus_Wiman dbo:citizenship ?uri }
2208,what is the dbp:awards of the people whose dbo:stateOfOrigin is dbr:French_people ?,select distinct ?uri where { ?x dbo:stateOfOrigin dbr:French_people . ?x dbp:awards ?uri . }
2209,what is the dbo:broadcastArea of the radio station whose dbp:sisterStations is dbr:CFRB ?,select distinct ?uri where { ?x dbp:sisterStations dbr:CFRB . ?x dbo:broadcastArea ?uri . }
2210,what is the dbp:awards of the dbr:Ingmar_Bergman and dbo:service of the dbr:Laemmle_Theatres ?,select distinct ?uri where { dbr:Ingmar_Bergman dbp:awards ?uri . dbr:Laemmle_Theatres dbo:service uri }
2211,is dbr:Kia_Sportage the dbo:relatedMeanOfTransportation of dbr:Hyundai_Lavita ?,ask where { dbr:Hyundai_Lavita dbo:relatedMeanOfTransportation dbr:Kia_Sportage }
2212,what is the dbp:district of dbr:Robert_William_Wilcox ?,select distinct ?uri where { dbr:Robert_William_Wilcox dbp:district ?uri }
2213,what are the dbo:VideoGame whose dbp:composer is dbr:Hirokazu_Tanaka ?,select distinct ?uri where { ?uri dbp:composer dbr:Hirokazu_Tanaka . ?uri rdf:type dbo:VideoGame }
2214,what is the dbp:mainInterests of dbr:Philip_Novak ?,select distinct ?uri where { dbr:Philip_Novak dbp:mainInterests ?uri }
2215,what company 's dbo:subsidiary is dbr:Tandem_Computers ?,select distinct ?uri where { ?uri dbo:subsidiary dbr:Tandem_Computers }
2216,what is the dbo:mountainRange of the mountain which is the dbo:parentMountainPeak of dbr:Malatraix ?,select distinct ?uri where { dbr:Malatraix dbo:parentMountainPeak ?x . ?x dbo:mountainRange ?uri . }
2217,what is the company whose dbp:services are dbr:OneDrive and dbr:Outlook.com ?,select distinct ?uri where { ?uri dbp:services dbr:OneDrive . ?uri dbp:services dbr:Outlook.com . }
2218,what is the dbp:office of the dbr:Walter_Evans_Edge and dbo:birthPlace of the dbr:Henry_Miller_Shreve ?,select distinct ?uri where { dbr:Walter_Evans_Edge dbp:office ?uri . dbr:Henry_Miller_Shreve dbo:birthPlace uri }
2219,who are the dbo:primeMinister of dbr:Peter_Thorneycroft ?,select distinct ?uri where { dbr:Peter_Thorneycroft dbo:primeMinister ?uri }
2220,what is the dbo:division of the dbo:Company whose dbp:products is dbr:Runes_of_Magic ?,select distinct ?uri where { ?x dbp:products dbr:Runes_of_Magic . ?x dbo:division ?uri . ?x rdf:type dbo:Company }
2221,list the dbo:birthPlace of the dbo:Medician whose dbo:institution is dbr:Harvard_Medical_School ?,select distinct ?uri where { ?x dbo:institution dbr:Harvard_Medical_School . ?x dbo:birthPlace ?uri . ?x rdf:type dbo:Medician }
2222,what are the dbo:Film whose dbp:cinematography is dbr:Jordan_Cronenweth ?,select distinct ?uri where { ?uri dbp:cinematography dbr:Jordan_Cronenweth . ?uri rdf:type dbo:Film }
2223,what is the dbo:River whose dbo:riverMouth are dbr:Thames_Estuary and dbr:North_Sea ?,select distinct ?uri where { ?uri dbo:riverMouth dbr:Thames_Estuary . ?uri dbo:riverMouth dbr:North_Sea . ?uri rdf:type dbo:River }
2224,what is the dbo:University whose dbp:affiliations is dbr:Graham_Holdings_Company ?,select distinct ?uri where { ?uri dbp:affiliations dbr:Graham_Holdings_Company . ?uri rdf:type dbo:University }
2225,what is the dbo:division of dbr:Serbia_national_American_football_team ?,select distinct ?uri where { dbr:Serbia_national_American_football_team dbo:division ?uri }
2226,give me a count of dbo:Company whose dbo:locationCity is dbr:Toronto ?,select distinct count ( ?uri ) where { ?uri dbo:locationCity dbr:Toronto . ?uri rdf:type dbo:Company }
2227,what is the dbp:billed of dbr:Quinn_Ojinnaka ?,select distinct ?uri where { dbr:Quinn_Ojinnaka dbp:billed ?uri }
2228,"what are the movies whose dbo:editing 's dbo:deathPlace is dbr:Westwood,_Los_Angeles ?","select distinct ?uri where { ?x dbo:deathPlace dbr:Westwood,_Los_Angeles . ?uri dbo:editing ?x . }"
2229,what are the dbo:Software whose dbo:computingPlatform is dbr:ARM_architecture ?,select distinct ?uri where { ?uri dbo:computingPlatform dbr:ARM_architecture . ?uri rdf:type dbo:Software }
2230,what are the dbo:ComicsCharacter whose dbo:creator is dbr:Bruce_Timm and dbp:creators is dbr:Paul_Dini ?,select distinct ?uri where { ?uri dbo:creator dbr:Bruce_Timm . ?uri dbp:creators dbr:Paul_Dini . ?uri rdf:type dbo:ComicsCharacter }
2231,what is the dbp:highSchool of dbr:Jerry_Tagge ?,select distinct ?uri where { dbr:Jerry_Tagge dbp:highSchool ?uri }
2232,whose dbo:occupation are dbr:A_Goon's_Deed_in_a_Weary_World and dbr:CBS ?,select distinct ?uri where { ?uri dbo:occupation dbr:A_Goon's_Deed_in_a_Weary_World . ?uri dbo:occupation dbr:CBS . }
2233,what is the dbp:allegiance of the office holders whose dbp:branch is dbr:Ministry_of_Internal_Affairs_(Ukraine) ?,select distinct ?uri where { ?x dbp:branch dbr:Ministry_of_Internal_Affairs_(Ukraine) . ?x dbp:allegiance ?uri . }
2234,what is the river whose dbo:sourceMountain is dbr:Brower's_Spring ?,select distinct ?uri where { ?uri dbo:sourceMountain dbr:Brower's_Spring }
2235,what is the dbo:Film whose dbo:musicComposer is dbr:Bernard_Herrmann and dbp:director is dbr:Orson_Welles ?,select distinct ?uri where { ?uri dbo:musicComposer dbr:Bernard_Herrmann . ?uri dbp:director dbr:Orson_Welles . ?uri rdf:type dbo:Film }
2236,what is the dbo:builder of dbr:Presidio_Santa_Cruz_de_Terrenate ?,select distinct ?uri where { dbr:Presidio_Santa_Cruz_de_Terrenate dbo:builder ?uri }
2237,what are the other dbp:homeStadium of the dbo:SoccerClub whose dbp:homeStadium is dbr:Nairobi ?,select distinct ?uri where { ?x dbp:homeStadium dbr:Nairobi . ?x dbp:homeStadium ?uri . ?x rdf:type dbo:SoccerClub }
2238,what is the dbo:largestCity of the dbo:Country which is the dbo:sourceMountain of dbr:San_Marcos_River ?,select distinct ?uri where { dbr:San_Marcos_River dbo:sourceMountain ?x . ?x dbo:largestCity ?uri . ?x rdf:type dbo:Country }
2239,is dbr:David_Cameron the dbo:primeMinister of dbr:Nick_Clegg ?,ask where { dbr:Nick_Clegg dbo:primeMinister dbr:David_Cameron }
2240,"who is the dbo:MusicalArtist whose dbp:placeOfBirth is dbr:Harriman,_New_York ?","select distinct ?uri where { ?uri dbp:placeOfBirth dbr:Harriman,_New_York . ?uri rdf:type dbo:MusicalArtist }"
2241,what is the dbp:area of the dbo:RadioStation which is the dbp:sisterStations of dbr:WXME ?,select distinct ?uri where { dbr:WXME dbp:sisterStations ?x . ?x dbp:area ?uri . ?x rdf:type dbo:RadioStation }
2242,what is the dbo:team of the dbr:Ramiro_Peña and dbr:Bruce_Bochy ?,select distinct ?uri where { dbr:Ramiro_Peña dbo:team ?uri . dbr:Bruce_Bochy dbo:team ?uri . }
2243,what is the dbp:destinations of the dbr:Air_2000 and dbr:Novair_International_Airways ?,select distinct ?uri where { dbr:Air_2000 dbp:destinations ?uri . dbr:Novair_International_Airways dbp:destinations ?uri . ?uri rdf:type dbo:Continent }
2244,give me a count of dbo:TelevisionShow whose dbp:network is dbr:Comedy_Central ?,select distinct count ( ?uri ) where { ?uri dbp:network dbr:Comedy_Central . ?uri rdf:type dbo:TelevisionShow }
2245,"what are the other dbo:part of the dbo:Settlement whose dbo:part is dbr:Seguin,_Texas ?","select distinct ?uri where { ?x dbo:part dbr:Seguin,_Texas . ?x dbo:part ?uri . ?x rdf:type dbo:Settlement }"
2246,what is the dbp:awards of dbr:Ingmar_Bergman ?,select distinct ?uri where { dbr:Ingmar_Bergman dbp:awards ?uri }
2247,what is the dbo:product of the dbo:Company which is the dbo:publisher of dbr:Robot_Wars:_Metal_Mayhem ?,select distinct ?uri where { dbr:Robot_Wars:_Metal_Mayhem dbo:publisher ?x . ?x dbo:product ?uri . ?x rdf:type dbo:Company }
2248,what is the dbo:state of dbr:Colemanville_Covered_Bridge ?,select distinct ?uri where { dbr:Colemanville_Covered_Bridge dbo:state ?uri }
2249,what is the dbo:deathPlace of the owl which is the dbp:spouse of dbr:Teriitaria_II ?,select distinct ?uri where { dbr:Teriitaria_II dbp:spouse ?x . ?x dbo:deathPlace ?uri . }
2250,what are the other dbp:licensee of the dbo:TelevisionStation whose dbp:licensee is dbr:Incorporation_(business) ?,select distinct ?uri where { ?x dbp:licensee dbr:Incorporation_(business) . ?x dbp:licensee ?uri . ?x rdf:type dbo:TelevisionStation }
2251,what is the dbp:company of dbr:Ford_Theatre ?,select distinct ?uri where { dbr:Ford_Theatre dbp:company ?uri }
2252,what is the dbp:restingplace of the dbo:Senator whose dbo:almaMater is dbr:Sturm_College_of_Law ?,select distinct ?uri where { ?x dbo:almaMater dbr:Sturm_College_of_Law . ?x dbp:restingplace ?uri . ?x rdf:type dbo:Senator }
2253,is dbr:New_Jersey the dbp:highSchool of dbr:Jim_Kiick ?,ask where { dbr:Jim_Kiick dbp:highSchool dbr:New_Jersey }
2254,what is the dbp:affiliation of the dbr:Monroe_Carell_Jr._Children's_Hospital_at_Vanderbilt and dbr:Vanderbilt_University_Medical_Center ?,select distinct ?uri where { dbr:Monroe_Carell_Jr._Children's_Hospital_at_Vanderbilt dbp:affiliation ?uri . dbr:Vanderbilt_University_Medical_Center dbp:affiliation ?uri . }
2255,"what is the dbo:Writer whose dbo:notableWork is dbr:Adventures_of_Huckleberry_Finn and dbo:deathPlace is dbr:Redding,_Connecticut ?","select distinct ?uri where { ?uri dbo:notableWork dbr:Adventures_of_Huckleberry_Finn . ?uri dbo:deathPlace dbr:Redding,_Connecticut . ?uri rdf:type dbo:Writer }"
2256,what is the dbp:origin of the dbr:Long_rifle and dbo:residence of the dbr:Hugh_Scott ?,select distinct ?uri where { dbr:Long_rifle dbp:origin ?uri . dbr:Hugh_Scott dbo:residence uri }
2257,give me a count of dbo:OfficeHolder whose dbp:order is dbr:United_States_Senate ?,select distinct count ( ?uri ) where { ?uri dbp:order dbr:United_States_Senate . ?uri rdf:type dbo:OfficeHolder }
2258,who is the dbo:Person whose dbo:relation are dbr:Dionne_Warwick and dbr:Gary_Garland ?,select distinct ?uri where { ?uri dbo:relation dbr:Dionne_Warwick . ?uri dbo:relation dbr:Gary_Garland . ?uri rdf:type dbo:Person }
2259,"what is the dbo:occupation of the dbr:George_Arceneaux,_Jr. and dbp:office of the dbr:Blanche_Bruce ?","select distinct ?uri where { dbr:George_Arceneaux,_Jr. dbo:occupation ?uri . dbr:Blanche_Bruce dbp:office uri }"
2260,what is the dbp:motto of the dbr:American_Classical_League and dbo:academicDiscipline of the dbr:Probus_(journal) ?,select distinct ?uri where { dbr:American_Classical_League dbp:motto ?uri . dbr:Probus_(journal) dbo:academicDiscipline uri }
2261,what are the other dbo:majorShrine of the dbo:Saint whose dbo:majorShrine is dbr:Debre_Libanos ?,select distinct ?uri where { ?x dbo:majorShrine dbr:Debre_Libanos . ?x dbo:majorShrine ?uri . ?x rdf:type dbo:Saint }
2262,"what is the dbo:FictionalCharacter whose dbp:relatives is dbr:Huey,_Dewey,_and_Louie and dbo:relative is dbr:Duck_family_(Disney) ?","select distinct ?uri where { ?uri dbp:relatives dbr:Huey,_Dewey,_and_Louie . ?uri dbo:relative dbr:Duck_family_(Disney) . ?uri rdf:type dbo:FictionalCharacter }"
2263,what is the dbo:ideology of the dbr:Union_of_Cambodian_Democrats and dbr:Palang_Dharma_Party ?,select distinct ?uri where { dbr:Union_of_Cambodian_Democrats dbo:ideology ?uri . dbr:Palang_Dharma_Party dbo:ideology ?uri . }
2264,how many dbo:Band are there whose dbp:label 's dbp:foundation is dbr:Japan ?,select distinct count ( ?uri ) where { ?x dbp:foundation dbr:Japan . ?uri dbp:label ?x . ?uri rdf:type dbo:Band }
2265,how many royalties are there whose dbo:deathPlace is dbr:Arabian_Peninsula ?,select distinct count ( ?uri ) where { ?uri dbo:deathPlace dbr:Arabian_Peninsula . }
2266,what is the dbp:crosses of dbr:Bloomington_Viaduct ?,select distinct ?uri where { dbr:Bloomington_Viaduct dbp:crosses ?uri }
2267,what is the dbo:leaderName of the dbr:Balangir_district and dbr:Amaravila ?,select distinct ?uri where { dbr:Balangir_district dbo:leaderName ?uri . dbr:Amaravila dbo:leaderName ?uri . }
2268,how many dbo:OfficeHolder are there whose dbp:residence is dbr:Cape_Town ?,select distinct count ( ?uri ) where { ?uri dbp:residence dbr:Cape_Town . ?uri rdf:type dbo:OfficeHolder }
2269,how many dbo:VideoGame are there whose dbo:computingPlatform is dbr:Virtual_Console ?,select distinct count ( ?uri ) where { ?uri dbo:computingPlatform dbr:Virtual_Console . ?uri rdf:type dbo:VideoGame }
2270,what is the dbo:crosses of the dbo:Bridge whose dbp:builder is dbr:Soares_da_Costa ?,select distinct ?uri where { ?x dbp:builder dbr:Soares_da_Costa . ?x dbo:crosses ?uri . ?x rdf:type dbo:Bridge }
2271,is dbr:Lieutenant_general_(United_States) the dbp:superintendent of dbr:United_States_Air_Force_Academy ?,ask where { dbr:United_States_Air_Force_Academy dbp:superintendent dbr:Lieutenant_general_(United_States) }
2272,what are the dbo:Film whose dbp:music is dbr:Akira_Ifukube ?,select distinct ?uri where { ?uri dbp:music dbr:Akira_Ifukube . ?uri rdf:type dbo:Film }
2273,is dbr:Federal_government_of_the_United_States the dbp:jurisdiction of dbr:National_Endowment_for_the_Arts ?,ask where { dbr:National_Endowment_for_the_Arts dbp:jurisdiction dbr:Federal_government_of_the_United_States }
2274,what is the dbo:operator of dbr:Rainbow_Warrior_(1955) ?,select distinct ?uri where { dbr:Rainbow_Warrior_(1955) dbo:operator ?uri }
2275,who are the dbp:guests of dbr:The_Other_Side_(The_Outer_Limits) ?,select distinct ?uri where { dbr:The_Other_Side_(The_Outer_Limits) dbp:guests ?uri }
2276,"what is the dbp:placeOfBurial of the dbr:Elizabeth_of_Rhuddlan and dbr:Isabel_of_Cambridge,_Countess_of_Essex ?","select distinct ?uri where { dbr:Elizabeth_of_Rhuddlan dbp:placeOfBurial ?uri . dbr:Isabel_of_Cambridge,_Countess_of_Essex dbp:placeOfBurial ?uri . }"
2277,what is the dbp:state of dbr:George_M._Chilcott ?,select distinct ?uri where { dbr:George_M._Chilcott dbp:state ?uri }
2278,what is the dbp:products of the dbo:Company whose dbp:parent is dbr:BBC ?,select distinct ?uri where { ?x dbp:parent dbr:BBC . ?x dbp:products ?uri . ?x rdf:type dbo:Company }
2279,what is the dbp:manufacturer of the dbr:Eristoff and dbp:distributor of the dbr:Bombay_Sapphire ?,select distinct ?uri where { dbr:Eristoff dbp:manufacturer ?uri . dbr:Bombay_Sapphire dbp:distributor uri }
2280,what is the total number of dbo:Island whose dbp:archipelago 's dbp:location is dbr:Pacific_Ocean ?,select distinct count ( ?uri ) where { ?x dbp:location dbr:Pacific_Ocean . ?uri dbp:archipelago ?x . ?uri rdf:type dbo:Island }
2281,what is the dbo:chairman of the dbr:2015_Fort_Lauderdale_Strikers_season and dbr:Fort_Lauderdale_Strikers ?,select distinct ?uri where { dbr:2015_Fort_Lauderdale_Strikers_season dbo:chairman ?uri . dbr:Fort_Lauderdale_Strikers dbo:chairman ?uri . }
2282,what are the dbo:VideoGame whose dbp:composer 's dbo:occupation is dbr:Creatures_(company) ?,select distinct ?uri where { ?x dbo:occupation dbr:Creatures_(company) . ?uri dbp:composer ?x . ?uri rdf:type dbo:VideoGame }
2283,what are the owls whose dbp:youthclubs 's dbo:season is dbr:2015_Argentine_Primera_División ?,select distinct ?uri where { ?x dbo:season dbr:2015_Argentine_Primera_División . ?uri dbp:youthclubs ?x . }
2284,give me a count of dbo:MilitaryUnit whose dbo:commandStructure is dbr:United_States_Department_of_the_Navy ?,select distinct count ( ?uri ) where { ?uri dbo:commandStructure dbr:United_States_Department_of_the_Navy . ?uri rdf:type dbo:MilitaryUnit }
2285,what is the dbp:homeStadium of dbr:Kenya_national_under-20_football_team ?,select distinct ?uri where { dbr:Kenya_national_under-20_football_team dbp:homeStadium ?uri }
2286,what is the dbp:placeOfBirth of the dbr:Arthur_A._Ross and dbo:birthPlace of the dbr:Edward_Niesen ?,select distinct ?uri where { dbr:Arthur_A._Ross dbp:placeOfBirth ?uri . dbr:Edward_Niesen dbo:birthPlace uri }
2287,what is the dbp:associatedActs of the dbr:Martin_Pugh and dbo:spouse of the dbr:Alana_Stewart ?,select distinct ?uri where { dbr:Martin_Pugh dbp:associatedActs ?uri . dbr:Alana_Stewart dbo:spouse uri }
2288,give me a count of owls whose dbp:youthclubs is dbr:Newell's_Old_Boys ?,select distinct count ( ?uri ) where { ?uri dbp:youthclubs dbr:Newell's_Old_Boys . }
2289,what is the dbp:residence of the president who is the dbo:owner of dbr:Panathinaikos_F.C. ?,select distinct ?uri where { dbr:Panathinaikos_F.C. dbo:owner ?x . ?x dbp:residence ?uri . }
2290,what is the dbo:school of the dbr:Chris_Marve and dbo:almaMater of the dbr:Neria_Douglass ?,select distinct ?uri where { dbr:Chris_Marve dbo:school ?uri . dbr:Neria_Douglass dbo:almaMater uri }
2291,give me the count of dbp:artist of the companies whose dbp:artist is dbr:Jean-François_Coté ?,select distinct count ( ?uri ) where { ?x dbp:artist dbr:Jean-François_Coté . ?x dbp:artist ?uri }
2292,what is the total number of dbo:Band whose dbp:currentMembers 's dbp:notableInstruments is dbr:Fender_Stratocaster ?,select distinct count ( ?uri ) where { ?x dbp:notableInstruments dbr:Fender_Stratocaster . ?uri dbp:currentMembers ?x . ?uri rdf:type dbo:Band }
2293,what is the dbo:builder of the dbo:Stadium whose dbo:tenant is dbr:2013_Central_American_Games ?,select distinct ?uri where { ?x dbo:tenant dbr:2013_Central_American_Games . ?x dbo:builder ?uri . ?x rdf:type dbo:Stadium }
2294,"list the companies whose dbo:foundationPlace 's dbo:part is dbr:Denton_County,_Texas ?","select distinct ?uri where { ?x dbo:part dbr:Denton_County,_Texas . ?uri dbo:foundationPlace ?x . }"
2295,what is the dbo:OfficeHolder whose dbo:child 's dbp:placeofburial is dbr:Metairie_Cemetery ?,select distinct ?uri where { ?x dbp:placeofburial dbr:Metairie_Cemetery . ?uri dbo:child ?x . ?uri rdf:type dbo:OfficeHolder }
2296,what is the dbo:genre of the dbo:VideoGame whose dbp:publisher is dbr:Titus_Software ?,select distinct ?uri where { ?x dbp:publisher dbr:Titus_Software . ?x dbo:genre ?uri . ?x rdf:type dbo:VideoGame }
2297,what is the dbo:FictionalCharacter whose dbp:relatives is dbr:Clan_McDuck and dbo:species is dbr:American_Pekin_duck ?,select distinct ?uri where { ?uri dbp:relatives dbr:Clan_McDuck . ?uri dbo:species dbr:American_Pekin_duck . ?uri rdf:type dbo:FictionalCharacter }
2298,who are the dbo:MilitaryPerson whose dbp:allegiance is dbr:Union_(American_Civil_War) ?,select distinct ?uri where { ?uri dbp:allegiance dbr:Union_(American_Civil_War) . ?uri rdf:type dbo:MilitaryPerson }
2299,what is the dbo:border of the dbr:Korean_Peninsula and dbo:country of the dbr:Krusty_(music_group) ?,select distinct ?uri where { dbr:Korean_Peninsula dbo:border ?uri . dbr:Krusty_(music_group) dbo:country uri }
